Label,Notation,Parent Notation,Sort Priority
All ages,all-ages,,
<16 yrs,less-than-16-years,,
Not applicable,not-applicable,,
<18 yrs,less-than-18-years,,
20-24 yrs,20-24-years,,
25-34 yrs,25-34-years,,
16+ yrs,16-years-and-older,,
16-19 yrs,16-19-years,,
50+ yrs,50-years-and-older,,
35-49 yrs,35-49-years,,
15-64 yrs,15-64-years,,
18+ yrs,18-years-and-older,,
25-29 yrs,25-29-years,,
30-34 yrs,30-34-years,,
35-39 yrs,35-39-years,,
40-44 yrs,40-44-years,,
45-49 yrs,45-49-years,,
50-54 yrs,50-54-years,,
55-59 yrs,55-59-years,,
60-64 yrs,60-64-years,,
65-69 yrs,65-69-years,,
70-74 yrs,70-74-years,,
75-79 yrs,75-79-years,,
80-84 yrs,80-84-years,,
85-89 yrs,85-89-yearss,,
90+ yrs,90-years-and-older,,
18-64 yrs,18-64-years,,
18-24 yrs,18-24-years,,
35-44 yrs,35-44-years,,
60+ yrs,60-years-and-older,,
18-34 yrs,18-34-years,,
45-59 yrs,45-59-years,,
16-64 yrs,16-64-years,,
16-74 yrs,16-74-years,,
15-74 yrs,15-74-years,,
35+ yrs,35-years-and-older,,
10+ yrs,10-years-and-older,,
18-74 yrs,18-74-years,,
