Label,Notation,Parent Notation,Sort Priority
State-funded primary schools (includes academies),state-funded-primary-schools,,
State-funded secondary schools (includes academies),state-funded-secondary-schools,,
Special schools (includes academies),special-schools,,
Independent schools,independent-schools,,
Pupil referral units,pupil-referral-units,,
Academies only,academies-only,,
SEN units,SEN-units,,
