Label,Notation,Parent Notation,Sort Priority
british-or-mixed-british,british-or-mixed-british,,1
english,english,,2
northern-irish,northern-irish,,3
scottish,scottish,,4
welsh,welsh,,5
other-national-identity,other-national-identity,,6
not-declared5,not-declared5,,7
not-reported6,not-reported6,,8
total,total,,9
all,all,,10
